stitle,accn,manually_added
"Norovirus GII isolate NORO_174-1_13_11_2015, complete genome",MH218644,FALSE
"Norovirus GII NoV/Hu/JP/2015/GII.P17-GII.17/MI-85 genomic RNA, nearly complete genome",LC369234,FALSE
"Norovirus GII isolate NORO_174_03_06_2015, complete genome",MH218643,FALSE
"Norovirus GII NoV/Hu/JP/2015/GII.P17-GII.17/HI-78 genomic RNA, nearly complete genome",LC369222,FALSE
"Norovirus GII NoV/Hu/JP/2015/GII.P17-GII.17/TO-146 genomic RNA, nearly complete genome",LC369255,FALSE
"Norovirus GII NoV/Hu/JP/2014/GII.P17-GII.17/AO-8 genomic RNA, complete genome",LC369214,FALSE
"Norovirus GII NoV/Hu/JP/2014/GII.P17-GII.17/MI-77 genomic RNA, nearly complete genome",LC369228,FALSE
"Watermelon mosaic virus isolate Yeongam2_2013, complete genome",KT992081,FALSE
"Watermelon mosaic virus isolate Buan4-1_2013, complete genome",KT992070,FALSE
"Watermelon mosaic virus isolate Yeongju7-3_2013, complete genome",KT992090,FALSE
"Watermelon mosaic virus isolate Naju2-1_2013, complete genome",KT992076,FALSE
"Watermelon mosaic virus isolate Yeongju1-2_2013, complete genome",KT992083,FALSE
"Watermelon mosaic virus isolate Yeongju7-5(sq)_2013, complete genome",KT992091,FALSE
"Watermelon mosaic virus isolate Naju2-2_2013, complete genome",KT992077,FALSE
"Watermelon mosaic virus isolate Yeongju2-3_2013, complete genome",KT992085,FALSE
"Watermelon mosaic virus isolate Hongseong1_2013, complete genome",KT992075,FALSE
"Watermelon mosaic virus isolate Yeongyang8-1_2013, complete genome",KT992093,FALSE
"Human metapneumovirus strain HMPV/AUS/138758999/2003/A, complete genome",KC403980,FALSE
"Human metapneumovirus strain BJ-1610, complete genome",KU821121,FALSE
"Human metapneumovirus strain HMPV/USA/TN-82-518/1982/A, complete genome",KC403973,FALSE
"Human metapneumovirus strain HMPV/USA/TN-83-126/1983/A, complete genome",KC403975,FALSE
"Human metapneumovirus strain HMPV/AUS/150229278/2003/A, complete genome",KC562226,FALSE
"Uncultured marine virus clone GOM02979, complete genome",JX904334,FALSE
"Uncultured marine virus clone SI00529, complete genome",JX904443,FALSE
"Uncultured marine virus clone GOM03236, complete genome",JX904388,FALSE
"Uncultured marine virus clone SI04468, complete genome",JX904649,FALSE
"Uncultured marine virus clone SI04685, complete genome",JX904676,FALSE
"Grapevine rupestris stem pitting-associated virus isolate B47 clone 3, complete genome",MG938317,FALSE
"Grapevine rupestris stem pitting-associated virus isolate GRSPaV-JF, complete genome",KR054734,FALSE
"Hyposoter fugitivus ichnovirus segment C6, complete sequence",NC_008976,FALSE
"Hyposoter fugitivus ichnovirus segment B3, complete sequence",NC_008960,FALSE
"Hyposoter fugitivus ichnovirus segment B10, complete sequence",NC_008964,FALSE
"Adeno-associated virus isolate CHC217_AAV.FL.linear, complete genome",MK139245,FALSE
"Adeno-associated virus isolate CHC1570_AAV.FL.linear, complete genome",MK139276,FALSE
"Adeno-associated virus isolate CHC1602_AAV.FL.linear, complete genome",MK139278,FALSE
"Human coronavirus NL63 isolate Kilifi_HH_3807_11-May-2010, complete genome",MG428702,FALSE
"Tomato yellow leaf curl China virus-associated DNA beta complete genome, isolate G33",AJ704608,FALSE
"Tomato yellow leaf curl China virus-associated DNA beta complete genome, isolate G30",AJ704606,FALSE
"Tomato yellow leaf curl China virus-associated DNA beta complete genome, isolate G32",AJ704607,FALSE
"Human papillomavirus type 16 isolate xuca1916, complete genome",MK484705,FALSE
"Human papillomavirus type 16 SW069 genomic DNA, complete genome",LC511108,FALSE
"Human papillomavirus type 16 K2067 DNA, complete genome",LC456620,FALSE
"Human papillomavirus type 16 K2145 DNA, complete genome",LC456623,FALSE
"Human papillomavirus type 16 K1630 genomic DNA, complete genome",LC456192,FALSE
"Human papillomavirus type 16 strain ZG03-145, complete genome",JQ067943,FALSE
"Human papillomavirus type 16 isolate C507461R11179061(0w), complete genome",KY549287,FALSE
"Human papillomavirus type 16 strain ZG01-118, complete genome",JN565302,FALSE
"Human papillomavirus type 16 DNA, complete genome, isolate: JPD071",AB889493,FALSE
"Human papillomavirus type 16 isolate 1077670NP, complete genome",KY549166,FALSE
"Human papillomavirus type 16 TK001 genomic DNA, complete genome",LC368966,FALSE
"Human papillomavirus type 16 K2063 DNA, complete genome",LC456619,FALSE
"Alphapapillomavirus 9 isolate PAP1501, complete genome",KU053875,FALSE
"Human papillomavirus type 16 isolate AS097, complete genome",HQ644234,FALSE
"Human papillomavirus type 16 isolate C318062R21571016(48w), complete genome",KY549225,FALSE
"Human papillomavirus type 16 isolate C405006R11089716(0w), complete genome",KY549246,FALSE
"Human papillomavirus type 16 isolate C340223R21560434(48w), complete genome",KY549229,FALSE
"Human papillomavirus type 16 K1183 genomic DNA, complete genome",LC368984,FALSE
"Human papillomavirus type 16 K1233 genomic DNA, complete genome",LC368976,FALSE
"Human papillomavirus type 16 isolate 1192224R1PR2FAIL, complete genome",KY549185,FALSE
"Human papillomavirus type 16 isolate 1085558R1PR2FAIL, complete genome",KY549167,FALSE
"Human papillomavirus type 16 isolate 1447273R2PR1FAIL, complete genome",KY549206,FALSE
"Human papillomavirus type 16 strain ZG05-249, complete genome",JQ067944,FALSE
"Alphapapillomavirus 9 isolate PAP0689, complete genome",KU053869,FALSE
"Alphapapillomavirus 9 isolate PAP1466, complete genome",KU053870,FALSE
"Human papillomavirus type 16 isolate C340223R11176258(0w), complete genome",KY549228,FALSE
"Human papillomavirus type 16 isolate C507461R21553998(54w), complete genome",KY549288,FALSE
"Human papillomavirus type 16 K1784 DNA, complete genome",LC456608,FALSE
"Alphapapillomavirus 9 isolate PAP1426, complete genome",KU053880,FALSE
"Human papillomavirus type 16 isolate C300172R31948247(50w), complete genome",KY549223,FALSE
"Human papillomavirus type 16 isolate C405006R31787475(88w), complete genome",KY549247,FALSE
"Human papillomavirus type 16 isolate C545351R11399993(0w), complete genome",KY549294,FALSE
"Alphapapillomavirus 9 isolate PAP1391, complete genome",KU053874,FALSE
"Human papillomavirus type 16 isolate C560323R11076275(0w), complete genome",KY549298,FALSE
"Human papillomavirus type 16 isolate C560323R21441298(46w), complete genome",KY549299,FALSE
"Alphapapillomavirus 9 isolate PAP0409, complete genome",KU053872,FALSE
"Human papillomavirus type 16 isolate 1422568NP, complete genome",KY549203,FALSE
"Human papillomavirus type 16 isolate 1494573NP, complete genome",KY549207,FALSE
"Human papillomavirus type 16 isolate C672821R21678793(51w), complete genome",KY549321,FALSE
"Human papillomavirus type 16 isolate 1279035NP, complete genome",KY549191,FALSE
"Alphapapillomavirus 9 isolate PAP0201, complete genome",KU053904,FALSE
"Human papillomavirus type 16 isolate 1154073R1PR2FAIL, complete genome",KY549175,FALSE
"Alphapapillomavirus 9 isolate PAP1376, complete genome",KU053873,FALSE
"Human papillomavirus type 16 isolate 1192121R1PR2FAIL, complete genome",KY549184,FALSE
"Human papillomavirus type 16 K0976 genomic DNA, complete genome",LC456186,FALSE
"Human papillomavirus type 16 isolate 1321672NP, complete genome",KY549196,FALSE
"Human papillomavirus type 16 isolate C405006R42141816(136w), complete genome",KY549248,FALSE
"Human papillomavirus type 16 isolate Jhapa3, complete genome",KX947274,FALSE
"Alphapapillomavirus 9 isolate PAP1730, complete genome",KU053877,FALSE
"Human papillomavirus type 16 isolate C447441R11388869NP, complete genome",KY549277,FALSE
"Alphapapillomavirus 9 isolate PAP1924, complete genome",KU053884,FALSE
"Human papillomavirus type 16 isolate 1208835NP, complete genome",KY549188,FALSE
"Human papillomavirus type 16 K0505 genomic DNA, complete genome",LC368957,FALSE
"Alphapapillomavirus 9 isolate PAP2035, complete genome",KU053881,FALSE
"Human papillomavirus type 16 isolate C672821R11389532(0w), complete genome",KY549320,FALSE
"Human papillomavirus type 16 genomic DNA, complete genome, isolate: JP1556",AB818691,FALSE
"Human papillomavirus type 16 isolate Qv18158E, complete genome",AY686583,FALSE
"Alphapapillomavirus 9 isolate PAP0873, complete genome",KU053883,FALSE
"Human papillomavirus type 16 isolate 1058629R1PR2FAIL, complete genome",KY549160,FALSE
"Human papillomavirus type 16 strain CU9, complete genome",JQ004093,FALSE
"Human papillomavirus type 16 isolate Jhapa_12, complete genome",KX947281,FALSE
"Alphapapillomavirus 9 isolate CVT11, complete genome",KU053929,FALSE
"Human papillomavirus type 16 isolate Qv02234, complete genome",HQ644259,FALSE
"Human papillomavirus type 16 SW064 genomic DNA, complete genome",LC511107,FALSE
"Human papillomavirus type 16 isolate 1384325R1PR3FAIL, complete genome",KY549200,FALSE
"Human papillomavirus type 16 isolate 1558432NP, complete genome",KY549211,FALSE
"Alphapapillomavirus 9 isolate PAP1181, complete genome",KU053871,FALSE
"Human papillomavirus type 16 isolate C444086R11057559(0w), complete genome",KY549274,FALSE
"Human papillomavirus type 16 isolate 16W12E, complete genome",AF125673,FALSE
"Human papillomavirus type 16 isolate 1130420NP, complete genome",KY549172,FALSE
"Human papillomavirus type 16 isolate C340223R31892668(99w), complete genome",KY549230,FALSE
"Human papillomavirus type 16 isolate C420170R21622210(0w), complete genome",KY549257,FALSE
"Human papillomavirus type 16 isolate C420170R31951041(51w), complete genome",KY549258,FALSE
"Human papillomavirus type 16 isolate C442714R31754697(51w), complete genome",KY549272,FALSE
"Alphapapillomavirus 9 isolate PAP0604, complete genome",KU053858,FALSE
"Alphapapillomavirus 9 isolate PAP0753, complete genome",KU053876,FALSE
"Human papillomavirus type 16 isolate C619291R21455173(50w), complete genome",KY549313,FALSE
"Human papillomavirus type 16 isolate C300172R21616290(0w), complete genome",KY549222,FALSE
"Human papillomavirus type 16 isolate C407219R11124384NP, complete genome",KY549249,FALSE
"Human papillomavirus type 16 isolate C618909R31981031(52w), complete genome",KY549311,FALSE
"Human papillomavirus type 16, complete genome",FJ006723,FALSE
"Human papillomavirus type 16 isolate C399369R21417486(55w), complete genome",KY549245,FALSE
"Human papillomavirus type 16 K1167 genomic DNA, complete genome",LC368970,FALSE
"Human papillomavirus type 16 K0379 genomic DNA, complete genome",LC456184,FALSE
"Human papillomavirus type 16 isolate Qv16936E, complete genome",AY686580,FALSE
"Human papillomavirus type 16 clone 114/K, complete genome",EU118173,FALSE
"Human papillomavirus type 16 isolate C653860R11350921(0w), complete genome",KY549318,FALSE
"Human papillomavirus type 16 K2118 DNA, complete genome",LC456628,FALSE
"Alphapapillomavirus 9 isolate PAP0103, complete genome",KU053835,FALSE
"Alphapapillomavirus 9 isolate PAP0574, complete genome",KU053861,FALSE
"Human papillomavirus type 16 K1551 genomic DNA, complete genome",LC456191,FALSE
"Human papillomavirus type 16 isolate 1062372NP, complete genome",KY549162,FALSE
"Human papillomavirus type 16 isolate C407612R11084406(0w), complete genome",KY549250,FALSE
"Human papillomavirus type 16 isolate C422613R11081742NP, complete genome",KY549261,FALSE
"Human papillomavirus type 16 TK0151 DNA, complete genome",LC456633,FALSE
"Human papillomavirus type 16 isolate C619291R11095511(0w), complete genome",KY549312,FALSE
"Alphapapillomavirus 9 isolate PAP1015, complete genome",KU053882,FALSE
"Alphapapillomavirus 9 isolate PAP0946, complete genome",KU053827,FALSE
"Human papillomavirus type 16 isolate 1127291NP, complete genome",KY549171,FALSE
"Human papillomavirus type 16 isolate C442714R21417774(0w), complete genome",KY549271,FALSE
"Human papillomavirus type 16 isolate C569383R11325021(0w), complete genome",KY549302,FALSE
"Human papillomavirus type 16 isolate C618909R21643609(0w), complete genome",KY549310,FALSE
"Alphapapillomavirus 9 isolate PAP0206, complete genome",KU053856,FALSE
"Human papillomavirus type 16 isolate 1988232R2PR1FAIL, complete genome",KY549221,FALSE
"Human papillomavirus type 16 K0133 genomic DNA, complete genome",LC368954,FALSE
"Alphapapillomavirus 9 isolate PAP0451, complete genome",KU053864,FALSE
"Alphapapillomavirus 9 isolate PAP1763, complete genome",KU053895,FALSE
"Human papillomavirus type 16 isolate Accham_5, complete genome",KX947272,FALSE
"Human papillomavirus type 16 isolate C653860R21655560(40w), complete genome",KY549319,FALSE
"Human papillomavirus type 16 K1312 genomic DNA, complete genome",LC368973,FALSE
"Human papillomavirus type 16, complete genome",KF880690,FALSE
"Human papillomavirus type 16 isolate 1607549NP, complete genome",KY549214,FALSE
"Human papillomavirus type 16 isolate C591514R11073142(0w), complete genome",KY549305,FALSE
"Human papillomavirus type 16 K0183 genomic DNA, complete genome",LC456182,FALSE
"Alphapapillomavirus 9 isolate PAP1141, complete genome",KU053889,FALSE
"Alphapapillomavirus 9 isolate IARC307712, complete genome",KU053912,FALSE
"Human papillomavirus type 16 DNA, complete genome, isolate: JPD058",AB889488,FALSE
"Alphapapillomavirus 9 isolate PAP1261, complete genome",KU053890,FALSE
"Human papillomavirus type 16 isolate 1832526R3PR4FAIL, complete genome",KY549220,FALSE
"Human papillomavirus type 16 isolate C407612R31783136(72w), complete genome",KY549252,FALSE
"Human papillomavirus type 16 isolate C412607R21595957(56w), complete genome",KY549254,FALSE
"Human papillomavirus type 16 TK060 genomic DNA, complete genome",LC368978,FALSE
"Human papillomavirus type 16 isolate CNA20, complete genome",KP212151,FALSE
"Alphapapillomavirus 9 isolate PAP0931, complete genome",KU053823,FALSE
"Human papillomavirus type 16 isolate Jhapa_4, complete genome",KX947282,FALSE
"Human papillomavirus type 16 isolate C429150R21614360(64w), complete genome",KY549266,FALSE
"Human papillomavirus type 16 isolate C471015R11161069(0w), complete genome",KY549282,FALSE
"Human papillomavirus type 16 isolate C515059R31959320(99w), complete genome",KY549291,FALSE
"Human papillomavirus type 16 isolate C591514R21433981(49w), complete genome",KY549306,FALSE
"Human papillomavirus type 16 K0206 genomic DNA, complete genome",LC368955,FALSE
"Human papillomavirus type 16 K1608 genomic DNA, complete genome",LC368980,FALSE
"Human papillomavirus type 16 isolate Qv25054, complete genome",HQ644282,FALSE
"Human papillomavirus type 16 isolate Z109, complete genome",HQ644298,FALSE
"Human papillomavirus type 16 isolate CNA33, complete genome",KP212152,FALSE
"Alphapapillomavirus 9 isolate PAP0097, complete genome",KU053833,FALSE
"Human papillomavirus type 16 isolate C429150R11310091(0w), complete genome",KY549265,FALSE
"Human papillomavirus type 16 isolate C468419R21428171(47w), complete genome",KY549281,FALSE
"Human papillomavirus type 16 K0948 genomic DNA, complete genome",LC456199,FALSE
"Alphapapillomavirus 9 isolate IARC916812, complete genome",KU053926,FALSE
"Human papillomavirus type 16 isolate Jhapa_1, complete genome",KX947276,FALSE
"Human papillomavirus type 16 isolate Jhapa_6, complete genome",KX947277,FALSE
"Human papillomavirus type 16 isolate 1310831NP, complete genome",KY549193,FALSE
"Human papillomavirus type 16 isolate C383414R11313345(0w), complete genome",KY549232,FALSE
"Human papillomavirus type 16 isolate C399369R11057132(0w), complete genome",KY549244,FALSE
"Human papillomavirus type 16 isolate C434583R31923327(110w), complete genome",KY549270,FALSE
"Human papillomavirus type 16 isolate C468419R11069374(0w), complete genome",KY549280,FALSE
"Human papillomavirus type 16 isolate Qv00512, complete genome",HQ644257,FALSE
"Alphapapillomavirus 9 isolate PAP1659, complete genome",KU053901,FALSE
"Human papillomavirus type 16 isolate C399098R11197862NP, complete genome",KY549243,FALSE
"Human papillomavirus type 16 isolate C521400R21576025(51w), complete genome",KY549293,FALSE
"Human papillomavirus type 16 TK068 genomic DNA, complete genome",LC368979,FALSE
"Human papillomavirus type 16 strain CU2, complete genome",FJ610147,FALSE
"Human papillomavirus type 16 isolate IND-T338, complete genome",KU684317,FALSE
"Human papillomavirus type 16 isolate Jhapa_5, complete genome",KX947280,FALSE
"Human papillomavirus type 16 isolate 1313601NP, complete genome",KY549194,FALSE
"Human papillomavirus type 16 isolate 1416319R2PR1FAIL, complete genome",KY549202,FALSE
"Human papillomavirus type 16 isolate C602332R21451195(49w), complete genome",KY549309,FALSE
"Human papillomavirus type 16 isolate C444086R21417785(48w), complete genome",KY549275,FALSE
"Human papillomavirus type 16 strain CU4, complete genome",FJ610149,FALSE
"Alphapapillomavirus 9 isolate PAP1706, complete genome",KU053865,FALSE
"Alphapapillomavirus 9 isolate PAP1583, complete genome",KU053879,FALSE
"Alphapapillomavirus 9 isolate PAP1591, complete genome",KU053885,FALSE
"Human papillomavirus type 16 isolate 36A.16, complete genome",KU298882,FALSE
"Human papillomavirus type 16 K2041 DNA, complete genome",LC456617,FALSE
"Alphapapillomavirus 9 isolate Plasmid114B, complete genome",KU053852,FALSE
"Alphapapillomavirus 9 isolate PAP0819, complete genome",KU053863,FALSE
"Human papillomavirus type 16 isolate C394530R21527758(0w), complete genome",KY549234,FALSE
"Human papillomavirus type 16 isolate C502873R11041961(0w), complete genome",KY549285,FALSE
"Human papillomavirus type 16 isolate C553929R11382056(0w), complete genome",KY549296,FALSE
"Human papillomavirus type 16 isolate C602332R11098725(0w), complete genome",KY549308,FALSE
"Human papillomavirus type 16 isolate Z032, complete genome",HQ644297,FALSE
"Human papillomavirus type 16 (HPV16), complete genome",K02718,FALSE
"Human papillomavirus type 16 isolate C569383R31960176(96w), complete genome",KY549304,FALSE
"Human papillomavirus type 16 strain CU8, complete genome",JQ004092,FALSE
"Human papillomavirus type 16 isolate 1042900NP, complete genome",KY549156,FALSE
"Alphapapillomavirus 9 isolate PAP0694, complete genome",KU053887,FALSE
"Human papillomavirus type 16 isolate 1176301NP, complete genome",KY549181,FALSE
"Alphapapillomavirus 9 isolate PAP1864, complete genome",KU053848,FALSE
"Human papillomavirus type 16 TK0153 DNA, complete genome",LC456634,FALSE
"Human papillomavirus type 18 isolate BF226, complete genome",KC470230,FALSE
"Human papillomavirus type 18 isolate 1389481_N-P, complete genome",MF288684,FALSE
"Human papillomavirus type 18 isolate C353934_R1_1193001_N-P, complete genome",MF288692,FALSE
"Human papillomavirus type 18 isolate C498643_R2_1564219_(54w), complete genome",MF288678,FALSE
"Human papillomavirus type 18 isolate C310065_R1_1389573_N-P, complete genome",MF288679,FALSE
"Human papillomavirus type 18 isolate 1581449_N-P, complete genome",MF288696,FALSE
"Human papillomavirus type 18 isolate C385149_R1_1186655_(0w), complete genome",MF288681,FALSE
"Human papillomavirus type 18 isolate C385149_R2_1569977_(54w), complete genome",MF288682,FALSE
"Human papillomavirus type 18 isolate C299773_R1_1080494_(0w), complete genome",MF288674,FALSE
"Human papillomavirus type 18 isolate 83A.18, complete genome",KU298886,FALSE
"Human papillomavirus type 18 isolate CU10, complete genome",GQ180786,FALSE
"Human papillomavirus type 18 isolate C412607_R1_1241497_(0w), complete genome",MF288708,FALSE
"Human papillomavirus type 18 isolate C487627_R2_1553725_(52w), complete genome",MF288719,FALSE
"Human papillomavirus type 18 isolate C299773_R2_1436785_(51w), complete genome",MF288675,FALSE
"Human papillomavirus type 18 isolate C439921_R1_1139309_N-P, complete genome",MF288694,FALSE
"Uncultured virus clone CG252, complete genome",KY487921,FALSE
"Uncultured virus clone CG182, complete genome",KY487851,FALSE
"Senecavirus A isolate USA/MN88-36695/1988, complete genome",MN233027,FALSE
"Senecavirus A isolate USA/SC05-363649/2005, complete genome",MN233020,FALSE
"Senecavirus A isolate USA/NC88-23626/1988, complete genome",MN233026,FALSE
"Senecavirus A isolate CAN/07-503297/2007, complete genome",MN233023,FALSE
"Senecavirus A isolate USA/IL00-66289/2000, complete genome",MN233017,FALSE
"Senecavirus A isolate USA/IL01-84124/2001, complete genome",MN233019,FALSE
"Senecavirus A isolate USA/MN99-29256/1999, complete genome",MN233033,FALSE
"Senecavirus A isolate USA/TN06-429971/2006, complete genome",MN233022,FALSE
"Seneca valley virus strain 11-55910-3, complete genome",KC667560,FALSE
"Senecavirus A isolate USA/IA90-23664/1990, complete genome",MN233030,FALSE
"Senecavirus A strain SVV-SC-01, complete genome",MH716015,FALSE
"Senecavirus A isolate USA/IA05-401302/2005, complete genome",MN233021,FALSE
"Senecavirus A isolate USA/KS15-031348/2015, complete genome",MN233025,FALSE
"Glypta fumiferanae ichnovirus segment B31, complete sequence",NC_008874,FALSE
"Glypta fumiferanae ichnovirus segment D5, complete sequence",NC_008929,FALSE
"Glypta fumiferanae ichnovirus segment B23, complete sequence",NC_008867,FALSE
"Rhinovirus C strain SC0645, complete genome",MN306035,FALSE
"Human rhinovirus C isolate LZ269, complete genome",JF317013,FALSE
"Human rhinovirus C isolate LZ651, complete genome",JF317016,FALSE
"Human rhinovirus C isolate LZY101, complete genome",JF317017,FALSE
"Duck hepatitis A virus 1 strain HDHV1-GS, complete genome",FJ157175,FALSE
"Duck hepatitis A virus 1 strain HDHV1-ZJ, complete genome",FJ157176,FALSE
"Duck hepatitis A virus 1 isolate YZ, complete genome",EF427900,FALSE
"Porcine kobuvirus isolate OH/RV11/2011, complete genome",MF506730,FALSE
"Porcine kobuvirus isolate swKoV CH441, complete genome",KF539763,FALSE
"Middle East respiratory syndrome-related coronavirus isolate MERS-CoV/KOR/KCDC/001_2018-TSVi, complete genome",MK129253,FALSE
"Middle East respiratory syndrome-related coronavirus isolate 2366, complete genome",MH432120,FALSE
"Uncultured Mediterranean phage uvMED DNA, complete genome, group G19, isolate: uvMED-CGR-C37-MedDCM-OCT-S32-C82",AP013493,FALSE
"Porcine deltacoronavirus strain HNZK-06, complete genome",MH708125,FALSE
"Porcine deltacoronavirus strain HNZK-02, complete genome",MH708123,FALSE
"Porcine deltacoronavirus strain HNZK-04, complete genome",MH708124,FALSE
"Gokushovirus WZ-2015a isolate 24Fra20, complete genome",KT264772,FALSE
"Alphacoronavirus sp. strain VZ_AlphaCoV_16715_78, complete genome",MH687951,FALSE
"Circoviridae sp. isolate ctjd000, complete genome",MH649065,FALSE
"Circoviridae sp. isolate ctga69, complete genome",MH617639,FALSE
"Circoviridae sp. isolate ctci544, complete genome",MH616650,FALSE
"Homalodisca coagulata virus-1, complete genome",DQ288865,FALSE
"Siphoviridae sp. isolate ctjc_2, complete genome",MH617769,FALSE
"Siphoviridae sp. isolate 41, complete genome",MN855720,FALSE
"Siphoviridae sp. isolate 92, complete genome",MN855796,FALSE
"Siphoviridae sp. isolate 185, complete genome",MN855590,FALSE
"Siphoviridae sp. isolate 137, complete genome",MN855587,FALSE
"CRESS virus sp. isolate ctbd72, complete genome",MH552536,FALSE
"CRESS virus sp. isolate ctca39, complete genome",MK012449,FALSE
"CRESS virus sp. isolate ctca377, complete genome",MH617046,FALSE
"CRESS virus sp. isolate ctdi272, complete genome",MH617148,FALSE
"CRESS virus sp. isolate ctca301, complete genome",MH617019,FALSE
"CRESS virus sp. isolate ctgf009, complete genome",MH648965,FALSE
"Myoviridae sp. isolate ctbc_4, complete genome",MH622943,FALSE
"Myoviridae sp. isolate 497, complete genome",MN856097,FALSE
"Genomoviridae sp. isolate ctij207, complete genome",MK032733,FALSE
"UNVERIFIED: Microviridae sp. isolate 582-1801, complete genome",MG945183,FALSE
"UNVERIFIED: Microviridae sp. isolate 2280-1801, complete genome",MG945728,FALSE
"Microviridae sp. isolate ctcj931, complete genome",MH617205,FALSE
"Microviridae sp. isolate ctbe605, complete genome",MH617695,FALSE
"UNVERIFIED: Microviridae sp. isolate 1423-1801, complete genome",MG945234,FALSE
"UNVERIFIED: Microviridae sp. isolate 4044-1801, complete genome",MG945405,FALSE
"Microviridae sp. isolate SD_SC_8, complete genome",MH572275,FALSE
"Microviridae sp. isolate ctda548, complete genome",MH617027,FALSE
"Microviridae sp. isolate ctbf551, complete genome",MH617640,FALSE
"UNVERIFIED: Microviridae sp. isolate 22033-1502, complete genome",MG945868,FALSE
"Microviridae sp. isolate ctcj960, complete genome",MH617073,FALSE
"Microviridae sp. isolate ctdg534, complete genome",MH616940,FALSE
"UNVERIFIED: Microviridae sp. isolate 6667-1602, complete genome",MG945265,FALSE
"Inoviridae sp. isolate ctcb147, complete genome",MH649151,FALSE
"Inoviridae sp. isolate ctce6, complete genome",MH617040,FALSE
"Inoviridae sp. isolate ctcf31, complete genome",MH617539,FALSE
"Blackfly microvirus SF02 isolate 148, complete genome",MK249205,FALSE
"Blackfly microvirus SF02 isolate 022, complete genome",MK249137,FALSE
"Blackfly microvirus SF02 isolate 116, complete genome",MK249184,FALSE
"Blackfly microvirus SF02 isolate 013, complete genome",MK249130,FALSE
"Prokaryotic dsDNA virus sp. isolate Unbinned_6242_contig-100_1, complete genome",MK892716,FALSE
"Prokaryotic dsDNA virus sp. isolate Unbinned_4388_contig-100_0, complete genome",MK892509,FALSE
"Prokaryotic dsDNA virus sp. isolate Unbinned_2990_contig-100_2, complete genome",MK892546,FALSE
"Prokaryotic dsDNA virus sp. isolate Unbinned_3904_contig-100_2, complete genome",MK892755,FALSE
"Prokaryotic dsDNA virus sp. isolate Unbinned_3459_contig-100_2, complete genome",MK892639,FALSE
"Prokaryotic dsDNA virus sp. isolate Unbinned_2404_contig-100_0, complete genome",MK892772,FALSE
"Prokaryotic dsDNA virus sp. isolate Unbinned_2902_contig-100_1, complete genome",MK892597,FALSE
"Prokaryotic dsDNA virus sp. isolate Unbinned_1068_contig-100_0, complete genome",MK892541,FALSE
"Prokaryotic dsDNA virus sp. isolate Unbinned_4026_contig-100_1, complete genome",MK892484,FALSE
"Prokaryotic dsDNA virus sp. isolate Unbinned_1524_contig-100_0, complete genome",MK892754,FALSE
"Prokaryotic dsDNA virus sp. isolate Unbinned_2514_contig-100_0, complete genome",MK892637,FALSE
"Prokaryotic dsDNA virus sp. isolate Unbinned_6224_contig-100_0, complete genome",MK892829,FALSE
"Prokaryotic dsDNA virus sp. isolate GOV_bin_4342, complete genome",MK892495,FALSE
"Prokaryotic dsDNA virus sp. isolate Unbinned_3065_contig-100_2, complete genome",MK892644,FALSE
"Prokaryotic dsDNA virus sp. isolate Unbinned_2851_contig-100_0, complete genome",MK892598,FALSE
"Prokaryotic dsDNA virus sp. isolate Unbinned_4162_contig-100_1, complete genome",MK892600,FALSE
"Prokaryotic dsDNA virus sp. isolate Tp1_100_SUR_63978_1, complete genome",MK892660,FALSE
"Prokaryotic dsDNA virus sp. isolate Tp1_38_OMZ_0-0d2_C1907826_1, complete genome",MK892759,FALSE
"Prokaryotic dsDNA virus sp. isolate GOV_bin_2014, complete genome",MK892756,FALSE
"Prokaryotic dsDNA virus sp. isolate GOV_bin_630, complete genome",MK892584,FALSE
"Prokaryotic dsDNA virus sp. isolate Unbinned_1446_contig-100_1, complete genome",MK892717,FALSE
"Prokaryotic dsDNA virus sp. isolate Unbinned_1473_contig-100_0, complete genome",MK892861,FALSE
"Prokaryotic dsDNA virus sp. isolate Unbinned_6224_contig-100_1, complete genome",MK892746,FALSE
"Prokaryotic dsDNA virus sp. isolate GOV_bin_40013, complete genome",MK892506,FALSE
"Prokaryotic dsDNA virus sp. isolate Unbinned_2514_contig-100_1, complete genome",MK892594,FALSE
"Prokaryotic dsDNA virus sp. isolate GOV_bin_1678, complete genome",MK892715,FALSE
"Prokaryotic dsDNA virus sp. isolate Unbinned_1606_contig-100_0, complete genome",MK892602,FALSE
"Prokaryotic dsDNA virus sp. isolate GOV_bin_132, complete genome",MK892560,FALSE
"Prokaryotic dsDNA virus sp. isolate GOV_bin_1753, complete genome",MK892725,FALSE
"Prokaryotic dsDNA virus sp. isolate Unbinned_657_contig-100_1, complete genome",MK892858,FALSE
"Prokaryotic dsDNA virus sp. isolate Tp1_58_DCM_122957_1, complete genome",MK892775,FALSE
"Prokaryotic dsDNA virus sp. isolate Unbinned_5406_contig-100_0, complete genome",MK892622,FALSE
"Prokaryotic dsDNA virus sp. isolate Unbinned_5607_contig-100_0, complete genome",MK892713,FALSE
"Prokaryotic dsDNA virus sp. isolate Unbinned_7794_contig-100_0, complete genome",MK892540,FALSE
"Prokaryotic dsDNA virus sp. isolate Unbinned_6046_contig-100_0, complete genome",MK892706,FALSE
"Prokaryotic dsDNA virus sp. isolate Tp1_111_DCM_84361_1, complete genome",MK892585,FALSE
